0.00,0.00
1.00,0.00
2.00,0.00
3.00,0.00
4.00,0.00
5.00,0.00
6.00,0.00
7.00,0.00
8.00,0.00
9.00,0.00
10.00,0.00
11.00,0.00
12.00,0.00
13.00,0.00
14.00,0.00
15.00,0.00
16.00,0.00
17.00,0.00
18.00,0.00
19.00,0.00
20.00,0.00
21.00,0.00
22.00,0.00
23.00,0.00
24.00,0.00
25.00,0.00
26.00,0.00
27.00,0.00
28.00,0.00
29.00,0.00
30.00,0.00
31.00,0.00
32.00,0.00
33.00,0.00
34.00,0.01
35.00,0.01
36.00,0.01
37.00,0.01
38.00,0.01
39.00,0.01
40.00,0.01
41.00,0.01
42.00,0.01
43.00,0.01
44.00,0.01
45.00,0.01
46.00,0.01
47.00,0.01
48.00,0.01
49.00,0.01
50.00,0.01
51.00,0.01
52.00,0.01
53.00,0.01
54.00,0.01
55.00,0.01
56.00,0.01
57.00,0.01
58.00,0.01
59.00,0.01
60.00,0.01
61.00,0.01
62.00,0.02
63.00,0.02
64.00,0.02
65.00,0.02
66.00,0.02
67.00,0.02
68.00,0.02
69.00,0.02
70.00,0.02
71.00,0.02
72.00,0.02
73.00,0.02
74.00,0.02
75.00,0.02
76.00,0.02
77.00,0.02
78.00,0.03
79.00,0.03
80.00,0.03
81.00,0.03
82.00,0.03
83.00,0.03
84.00,0.03
85.00,0.03
86.00,0.03
87.00,0.03
88.00,0.04
89.00,0.04
90.00,0.04
91.00,0.04
92.00,0.04
93.00,0.04
94.00,0.04
95.00,0.04
96.00,0.05
97.00,0.05
98.00,0.05
99.00,0.05
100.00,0.05
101.00,0.05
102.00,0.05
103.00,0.06
104.00,0.06
105.00,0.06
106.00,0.06
107.00,0.06
108.00,0.07
109.00,0.07
110.00,0.07
111.00,0.07
112.00,0.07
113.00,0.08
114.00,0.08
115.00,0.08
116.00,0.08
117.00,0.09
118.00,0.09
119.00,0.09
120.00,0.09
121.00,0.10
122.00,0.10
123.00,0.10
124.00,0.11
125.00,0.11
126.00,0.11
127.00,0.12
128.00,0.12
129.00,0.12
130.00,0.13
131.00,0.13
132.00,0.14
133.00,0.14
134.00,0.14
135.00,0.15
136.00,0.15
137.00,0.16
138.00,0.16
139.00,0.17
140.00,0.17
141.00,0.18
142.00,0.18
143.00,0.19
144.00,0.19
145.00,0.20
146.00,0.20
147.00,0.21
148.00,0.22
149.00,0.22
150.00,0.23
151.00,0.24
152.00,0.24
153.00,0.25
154.00,0.26
155.00,0.27
156.00,0.27
157.00,0.28
158.00,0.29
159.00,0.30
160.00,0.31
161.00,0.32
162.00,0.33
163.00,0.34
164.00,0.35
165.00,0.36
166.00,0.37
167.00,0.38
168.00,0.39
169.00,0.40
170.00,0.41
171.00,0.43
172.00,0.44
173.00,0.45
174.00,0.46
175.00,0.48
176.00,0.49
177.00,0.51
178.00,0.52
179.00,0.54
180.00,0.55
181.00,0.57
182.00,0.59
183.00,0.60
184.00,0.62
185.00,0.64
186.00,0.66
187.00,0.68
188.00,0.70
189.00,0.72
190.00,0.74
191.00,0.76
192.00,0.78
193.00,0.80
194.00,0.83
195.00,0.85
196.00,0.88
197.00,0.90
198.00,0.93
199.00,0.95
200.00,0.98
201.00,1.01
202.00,1.04
203.00,1.07
204.00,1.10
205.00,1.13
206.00,1.16
207.00,1.20
208.00,1.23
209.00,1.27
210.00,1.30
211.00,1.34
212.00,1.38
213.00,1.42
214.00,1.46
215.00,1.50
216.00,1.54
217.00,1.59
218.00,1.63
219.00,1.68
220.00,1.73
221.00,1.77
222.00,1.82
223.00,1.88
224.00,1.93
225.00,1.98
226.00,2.04
227.00,2.10
228.00,2.15
229.00,2.21
230.00,2.28
231.00,2.34
232.00,2.40
233.00,2.47
234.00,2.54
235.00,2.61
236.00,2.68
237.00,2.75
238.00,2.83
239.00,2.90
240.00,2.98
241.00,3.06
242.00,3.15
243.00,3.23
244.00,3.32
245.00,3.41
246.00,3.50
247.00,3.59
248.00,3.69
249.00,3.79
250.00,3.89
251.00,3.99
252.00,4.09
253.00,4.20
254.00,4.31
255.00,4.42
256.00,4.54
257.00,4.65
258.00,4.77
259.00,4.89
260.00,5.02
261.00,5.15
262.00,5.28
263.00,5.41
264.00,5.54
265.00,5.68
266.00,5.82
267.00,5.97
268.00,6.11
269.00,6.26
270.00,6.41
271.00,6.57
272.00,6.73
273.00,6.89
274.00,7.05
275.00,7.22
276.00,7.39
277.00,7.56
278.00,7.74
279.00,7.92
280.00,8.10
281.00,8.28
282.00,8.47
283.00,8.66
284.00,8.85
285.00,9.05
286.00,9.24
287.00,9.45
288.00,9.65
289.00,9.86
290.00,10.07
291.00,10.28
292.00,10.49
293.00,10.71
294.00,10.93
295.00,11.15
296.00,11.38
297.00,11.61
298.00,11.84
299.00,12.07
300.00,12.30
301.00,12.54
302.00,12.78
303.00,13.02
304.00,13.26
305.00,13.50
306.00,13.75
307.00,14.00
308.00,14.25
309.00,14.50
310.00,14.75
311.00,15.00
312.00,15.26
313.00,15.51
314.00,15.77
315.00,16.02
316.00,16.28
317.00,16.54
318.00,16.80
319.00,17.06
320.00,17.32
321.00,17.58
322.00,17.84
323.00,18.10
324.00,18.36
325.00,18.62
326.00,18.88
327.00,19.14
328.00,19.40
329.00,19.66
330.00,19.92
331.00,20.17
332.00,20.43
333.00,20.68
334.00,20.94
335.00,21.19
336.00,21.44
337.00,21.69
338.00,21.94
339.00,22.19
340.00,22.43
341.00,22.67
342.00,22.91
343.00,23.15
344.00,23.39
345.00,23.63
346.00,23.86
347.00,24.09
348.00,24.32
349.00,24.54
350.00,24.77
351.00,24.99
352.00,25.21
353.00,25.42
354.00,25.64
355.00,25.85
356.00,26.05
357.00,26.26
358.00,26.46
359.00,26.66
360.00,26.86
361.00,27.05
362.00,27.25
363.00,27.43
364.00,27.62
365.00,27.80
366.00,27.98
367.00,28.16
368.00,28.33
369.00,28.51
370.00,28.67
371.00,28.84
372.00,29.00
373.00,29.16
374.00,29.32
375.00,29.47
376.00,29.62
377.00,29.77
378.00,29.92
379.00,30.06
380.00,30.20
381.00,30.34
382.00,30.47
383.00,30.60
384.00,30.73
385.00,30.86
386.00,30.98
387.00,31.11
388.00,31.23
389.00,31.34
390.00,31.46
391.00,31.57
392.00,31.68
393.00,31.78
394.00,31.89
395.00,31.99
396.00,32.09
397.00,32.19
398.00,32.28
399.00,32.38
400.00,32.47
401.00,32.56
402.00,32.64
403.00,32.73
404.00,32.81
405.00,32.89
406.00,32.97
407.00,33.05
408.00,33.12
409.00,33.20
410.00,33.27
411.00,33.34
412.00,33.41
413.00,33.47
414.00,33.54
415.00,33.60
416.00,33.66
417.00,33.72
418.00,33.78
419.00,33.84
420.00,33.89
421.00,33.95
422.00,34.00
423.00,34.05
424.00,34.10
425.00,34.15
426.00,34.20
427.00,34.25
428.00,34.29
429.00,34.34
430.00,34.38
431.00,34.42
432.00,34.46
433.00,34.50
434.00,34.54
435.00,34.58
436.00,34.62
437.00,34.65
438.00,34.69
439.00,34.72
440.00,34.75
441.00,34.79
442.00,34.82
443.00,34.85
444.00,34.88
445.00,34.91
446.00,34.93
447.00,34.96
448.00,34.99
449.00,35.01
450.00,35.04
451.00,35.06
452.00,35.09
453.00,35.11
454.00,35.13
455.00,35.16
456.00,35.18
457.00,35.20
458.00,35.22
459.00,35.24
460.00,35.26
461.00,35.28
462.00,35.29
463.00,35.31
464.00,35.33
465.00,35.35
466.00,35.36
467.00,35.38
468.00,35.39
469.00,35.41
470.00,35.42
471.00,35.44
472.00,35.45
473.00,35.46
474.00,35.48
475.00,35.49
476.00,35.50
477.00,35.51
478.00,35.52
479.00,35.54
480.00,35.55
481.00,35.56
482.00,35.57
483.00,35.58
484.00,35.59
485.00,35.60
486.00,35.61
487.00,35.62
488.00,35.62
489.00,35.63
490.00,35.64
491.00,35.65
492.00,35.66
493.00,35.66
494.00,35.67
495.00,35.68
496.00,35.69
497.00,35.69
498.00,35.70
499.00,35.71
500.00,35.71
501.00,35.72
502.00,35.72
503.00,35.73
504.00,35.74
505.00,35.74
506.00,35.75
507.00,35.75
508.00,35.76
509.00,35.76
510.00,35.77
511.00,35.77
512.00,35.77
513.00,35.78
514.00,35.78
515.00,35.79
516.00,35.79
517.00,35.80
518.00,35.80
519.00,35.80
520.00,35.81
521.00,35.81
522.00,35.81
523.00,35.82
524.00,35.82
525.00,35.82
526.00,35.83
527.00,35.83
528.00,35.83
529.00,35.83
530.00,35.84
531.00,35.84
532.00,35.84
533.00,35.84
534.00,35.85
535.00,35.85
536.00,35.85
537.00,35.85
538.00,35.85
539.00,35.86
540.00,35.86
541.00,35.86
542.00,35.86
543.00,35.86
544.00,35.87
545.00,35.87
546.00,35.87
547.00,35.87
548.00,35.87
549.00,35.87
550.00,35.88
551.00,35.88
552.00,35.88
553.00,35.88
554.00,35.88
555.00,35.88
556.00,35.88
557.00,35.89
558.00,35.89
559.00,35.89
560.00,35.89
561.00,35.89
562.00,35.89
563.00,35.89
564.00,35.89
565.00,35.89
566.00,35.89
567.00,35.90
568.00,35.90
569.00,35.90
570.00,35.90
571.00,35.90
572.00,35.90
